Elaboracion,Periodo,Pais,Negocio,Concepto,Clasificación,Cohort_Act,Valor,Escenario 
08-01-2025,07-01-2025,CL,PYME,Interest Revenue,Activacion,,"130,563,280.66800100000",Moderado
08-01-2025,07-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"302,378,183.26625300000",Moderado
08-01-2025,07-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"443,935,740.64937400000",Moderado
08-01-2025,07-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"295,395,759.66896000000",Moderado
08-01-2025,07-01-2025,CL,PYME,AD Revenue,Activacion,,"35,788,706.69542530000",Moderado
08-01-2025,07-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"78,395,678.50954440000",Moderado
08-01-2025,07-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"116,780,897.98563700000",Moderado
08-01-2025,07-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"87,890,552.73147480000",Moderado
08-01-2025,07-01-2025,CL,PYME,Gross Revenue,Activacion,,"166,351,987.36342700000",Moderado
08-01-2025,07-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"380,773,861.77579700000",Moderado
08-01-2025,07-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"560,716,638.63501100000",Moderado
08-01-2025,07-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"383,286,312.40043500000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Fund,Activacion,,"60,004,985.00453480000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"153,974,018.83463100000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"221,781,659.46441000000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"133,936,481.07409700000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Risk,Activacion,,"24,428,964.86343710000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"44,344,449.80299320000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"80,475,847.93893150000",Moderado
08-01-2025,07-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"51,716,593.97417660000",Moderado
08-01-2025,07-01-2025,CL,PYME,Margen Financiero,Activacion,,"106,347,002.35889200000",Moderado
08-01-2025,07-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"226,799,842.94116600000",Moderado
08-01-2025,07-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"338,934,979.17060200000",Moderado
08-01-2025,07-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"249,349,831.32633900000",Moderado
08-01-2025,07-01-2025,CL,PYME,Resultado Comercial,Activacion,,"81,912,566.34745500000",Moderado
08-01-2025,07-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"182,455,393.13817400000",Moderado
08-01-2025,07-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"258,459,131.23167000000",Moderado
08-01-2025,07-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"197,633,237.35216200000",Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Active,<2024,766.20395870242,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Active,2024,"1,234.95084179799",Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Active,2025,"1,748.24600000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,New Active,,331.00000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Active,<2024,766.20395870242,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Active,2024,"1,234.95084179799",Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Active,2025,"1,417.24600000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Operados,<2024,534.09892799368,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Operados,2024,823.75796339735,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Old Operados,2025,850.34760000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.69707148068,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.66703704756,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.60000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Total Operados,<2024,534.09892799368,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Total Operados,2024,823.75796339735,Moderado
08-01-2025,08-01-2025,CL,PYME,Clientes,Total Operados,2025,"1,181.34760000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto,<2024,114.14904129758,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto,2024,200.20915820201,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto,2025,254.08400000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,869.79604129758",Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,324.04915820201",Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,"1,108.75400000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Act,,76.82000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,114.14904129758,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,200.20915820201,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,177.26400000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Resucitados,<2024,61.35300000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Resucitados,2024,130.16000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Resucitados,2025,64.33000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Neto,<2024,52.79604129758,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Neto,2024,70.04915820201,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,Churn Neto,2025,189.75400000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.13937611880,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.15341697947,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.15811076540,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.23000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.13937611880,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.15341697947,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.14400000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.00900000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Resurrected,2024,0.04000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Resurrected,2025,0.07000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.06446403089,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.05367751586,Moderado
08-01-2025,08-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.11807965152,Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion,Activacion,,"5,143,365,308.00000000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"14,611,558,804.96990000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion,Recurrencia,2024,"21,936,705,918.32500000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion,Recurrencia,2025,"16,058,945,807.30440000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion Prom,Activacion,,"15,538,868.00000000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"27,357,401.48338750000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"26,630,038.06100200000",Moderado
08-01-2025,08-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"18,885,154.50305790000",Moderado
08-01-2025,08-01-2025,CL,PYME,Term,,,42.00198582357,Moderado
08-01-2025,08-01-2025,CL,PYME,Term,Recurrencia,,41.81403132616,Moderado
08-01-2025,08-01-2025,CL,PYME,Term,Activacion,,43.92441622147,Moderado
08-01-2025,08-01-2025,CL,PYME,Term,Recurrencia,<2024,42.16035317053,Moderado
08-01-2025,08-01-2025,CL,PYME,Term,Recurrencia,2024,41.59385681774,Moderado
08-01-2025,08-01-2025,CL,PYME,Term,Recurrencia,2025,41.79968427279,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,,,1.82%,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01802643352,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,Activacion,,0.02000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01710000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01720000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.02000000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,,,0.01437799091,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01426275643,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,Activacion,,0.01550000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01360000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01380000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.01550000000,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,,,0.00337774609,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00326248647,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,Activacion,,0.00450000000,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00280000000,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00340000000,Moderado
08-01-2025,08-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00350000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,,,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,Activacion,,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0.00700000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,,,0.01121024769,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,Recurrencia,,0.01102643352,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,Activacion,,0.01300000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.01010000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,Recurrencia,2024,0.01020000000,Moderado
08-01-2025,08-01-2025,CL,PYME,Spread,Recurrencia,2025,0.01300000000,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,,,0.01569508882,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,Recurrencia,,0.01536865456,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,Activacion,,0.01903391370,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01419398557,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01414191132,Moderado
08-01-2025,08-01-2025,CL,PYME,NTR,Recurrencia,2025,0.01811319652,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,,,0.00248557031,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00243714339,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,Activacion,,0.00295709106,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00206468002,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00246548978,Moderado
08-01-2025,08-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0.00274043008,Moderado
08-01-2025,08-01-2025,CL,PYME,Interest Revenue,Activacion,,"116,724,981.25996400000",Moderado
08-01-2025,08-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"279,266,244.08058800000",Moderado
08-01-2025,08-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"419,718,814.30910100000",Moderado
08-01-2025,08-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"346,817,079.99122200000",Moderado
08-01-2025,08-01-2025,CL,PYME,AD Revenue,Activacion,,"33,887,897.78515080000",Moderado
08-01-2025,08-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"57,495,991.42835630000",Moderado
08-01-2025,08-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"103,408,983.23557600000",Moderado
08-01-2025,08-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"78,313,534.19156620000",Moderado
08-01-2025,08-01-2025,CL,PYME,Gross Revenue,Activacion,,"150,612,879.04511500000",Moderado
08-01-2025,08-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"336,762,235.50894400000",Moderado
08-01-2025,08-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"523,127,797.54467600000",Moderado
08-01-2025,08-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"425,130,614.18278800000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Fund,Activacion,,"52,714,507.66579010000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"143,739,978.57089100000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"212,900,847.83795000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"156,627,068.38313200000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Risk,Activacion,,"22,268,799.90653310000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"42,396,723.03408340000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"74,986,409.11925500000",Moderado
08-01-2025,08-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"61,317,932.89627650000",Moderado
08-01-2025,08-01-2025,CL,PYME,Margen Financiero,Activacion,,"97,898,371.37932450000",Moderado
08-01-2025,08-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"207,396,254.79514300000",Moderado
08-01-2025,08-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"310,226,949.70672700000",Moderado
08-01-2025,08-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"290,878,841.28296000000",Moderado
08-01-2025,08-01-2025,CL,PYME,Resultado Comercial,Activacion,,"75,629,571.47279140000",Moderado
08-01-2025,08-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"164,999,531.76105900000",Moderado
08-01-2025,08-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"235,240,540.58747200000",Moderado
08-01-2025,08-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"229,560,908.38668400000",Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Active,<2024,726.55261881895,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Active,2024,"1,181.77891927763",Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Active,2025,"1,878.27523016216",Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,New Active,,333.00000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Active,<2024,726.55261881895,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Active,2024,"1,181.77891927763",Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Active,2025,"1,545.27523016216",Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Operados,<2024,485.57570359072,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Operados,2024,721.26571309468,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Old Operados,2025,857.62775274000,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.66832833715,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.61032203344,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.55500000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Total Operados,<2024,485.57570359072,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Total Operados,2024,721.26571309468,Moderado
08-01-2025,09-01-2025,CL,PYME,Clientes,Total Operados,2025,"1,190.62775274000",Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto,<2024,104.91440227580,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto,2024,186.13388884845,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto,2025,280.58354983784,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,909.44738118105",Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,377.22108072237",Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,"1,311.72476983784",Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Act,,63.63000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,104.91440227580,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,186.13388884845,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,216.95354983784,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Resucitados,<2024,65.26306239233,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Resucitados,2024,132.96196632808,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Resucitados,2025,77.61278000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Neto,<2024,39.65133988347,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Neto,2024,53.17192252037,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,Churn Neto,2025,202.97076983784,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.13692751269,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.15072169883,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.16049431821,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.18000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.13692751269,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.15072169883,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.15308108108,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.00950000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Resurrected,2024,0.04000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Resurrected,2025,0.07000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.05175037199,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.04305590208,Moderado
08-01-2025,09-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.11609966208,Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion,Activacion,,"5,102,171,388.00000000000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"13,284,089,473.70960000000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion,Recurrencia,2024,"19,687,516,726.60240000000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion,Recurrencia,2025,"16,601,343,432.02030000000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion Prom,Activacion,,"15,321,836.00000000000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"27,357,401.48338750000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"27,295,789.01252710000",Moderado
08-01-2025,09-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"19,357,283.36563430000",Moderado
08-01-2025,09-01-2025,CL,PYME,Term,,,42.01147480537,Moderado
08-01-2025,09-01-2025,CL,PYME,Term,Recurrencia,,41.81459011256,Moderado
08-01-2025,09-01-2025,CL,PYME,Term,Activacion,,43.92441622147,Moderado
08-01-2025,09-01-2025,CL,PYME,Term,Recurrencia,<2024,42.16035317053,Moderado
08-01-2025,09-01-2025,CL,PYME,Term,Recurrencia,2024,41.59385681774,Moderado
08-01-2025,09-01-2025,CL,PYME,Term,Recurrencia,2025,41.79968427279,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,,,0.01799259515,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01777556334,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,Activacion,,0.02000000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01710000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01720000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.01900000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,,,0.01443067830,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01431506792,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,Activacion,,0.01550000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01360000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01380000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.01550000000,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,,,0.00339123931,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00327136496,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,Activacion,,0.00450000000,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00280000000,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00340000000,Moderado
08-01-2025,09-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00350000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,,,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,Activacion,,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0.00700000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,,,0.01099259515,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,Recurrencia,,0.01077556334,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,Activacion,,0.01300000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.01010000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,Recurrencia,2024,0.01020000000,Moderado
08-01-2025,09-01-2025,CL,PYME,Spread,Recurrencia,2025,0.01200000000,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,,,0.01539383781,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,Recurrencia,,0.01501919214,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,Activacion,,0.01903391370,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01419398557,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01414191132,Moderado
08-01-2025,09-01-2025,CL,PYME,NTR,Recurrencia,2025,0.01671987371,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,,,0.00249878738,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00244923760,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,Activacion,,0.00295709106,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00206468002,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00246548978,Moderado
08-01-2025,09-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0.00274043008,Moderado
08-01-2025,09-01-2025,CL,PYME,Interest Revenue,Activacion,,"115,790,114.83456200000",Moderado
